Geneset
GO_REGULATION_OF_INTERLEUKIN_10_PRODUCTION
GO_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION
GO_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY
GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT
GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GO_REGULATION_OF_SODIUM_ION_TRANSPORT
GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION
GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY
GO_REGULATION_OF_T_CELL_PROLIFERATION
GO_RESPONSE_TO_INTERFERON_GAMMA
GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN
GO_RETINOL_METABOLIC_PROCESS
GO_STEM_CELL_DIFFERENTIATION
GO_T_CELL_HOMEOSTASIS
GO_T_CELL_SELECTION
KEGG_ARACHIDONIC_ACID_METABOLISM
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY
KEGG_PRIMARY_IMMUNODEFICIENCY
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS
REACTOME_INTERFERON_GAMMA_SIGNALING
REACTOME_ION_CHANNEL_TRANSPORT
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES
REACTOME_STEROID_HORMONES
GO_AMIDE_BIOSYNTHETIC_PROCESS
GO_CAMP_METABOLIC_PROCESS
GO_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS
GO_CATALYTIC_COMPLEX
GO_CELLULAR_AMIDE_METABOLIC_PROCESS
GO_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY
GO_CHEMOKINE_RECEPTOR_BINDING
GO_CYTOKINE_RECEPTOR_BINDING
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION
GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY
GO_GLUTATHIONE_METABOLIC_PROCESS
GO_GLYCOPROTEIN_METABOLIC_PROCESS
GO_GLYCOSYLATION
GO_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
GO_LYMPHOCYTE_COSTIMULATION
GO_LYMPHOCYTE_DIFFERENTIATION
GO_LYMPHOCYTE_HOMEOSTASIS
GO_MAST_CELL_ACTIVATION
GO_MAST_CELL_GRANULE
GO_MESENCHYMAL_CELL_DIFFERENTIATION
GO_MULTI_ORGANISM_METABOLIC_PROCESS
GO_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY
GO_NOTCH_SIGNALING_PATHWAY
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS
GO_PEPTIDE_METABOLIC_PROCESS
GO_PHAGOCYTIC_CUP
GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION
GO_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION
GO_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION
GO_POSITIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION
GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSPORT
GO_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION
GO_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION
GO_REGULATION_OF_B_CELL_PROLIFERATION
GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE
GO_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY
GO_REGULATION_OF_HORMONE_METABOLIC_PROCESS
GO_REGULATION_OF_LYMPHOCYTE_MIGRATION
GO_REGULATION_OF_T_CELL_DIFFERENTIATION
GO_RESPONSE_TO_INTERFERON_BETA
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_HEXOSYL_GROUPS
KEGG_CHEMOKINE_SIGNALING_PATHWAY
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
KEGG_DRUG_METABOLISM_CYTOCHROME_P450
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
REACTOME_FANCONI_ANEMIA_PATHWAY
